2.0,1.0
4.0,1.0
6.0,1.0
8.0,1.0
10.0,0.9996
12.0,0.9981
14.0,0.995
16.0,0.9882
18.0,0.9734
20.0,0.9515
22.0,0.9237
24.0,0.8931
26.0,0.8599
28.0,0.8097
30.0,0.7515
32.0,0.7014
34.0,0.6497
36.0,0.573
38.0,0.5121
40.0,0.462
42.0,0.3894
44.0,0.3399
46.0,0.2706
48.0,0.225
50.0,0.1863
52.0,0.152
54.0,0.1164
56.0,0.0967
58.0,0.074
60.0,0.0554
62.0,0.0442
64.0,0.0305
66.0,0.0218
68.0,0.0146
70.0,0.0106
72.0,0.0085
74.0,0.0062
76.0,0.0045
78.0,0.0028
80.0,0.0022
82.0,0.0018
84.0,0.0012
86.0,0.0008
88.0,0.0004
90.0,0.0004
92.0,0.0003
94.0,0.0002
96.0,0.0002
98.0,0.0001
100.0,0.0
